ncessch,school_name,zip_mailing,city_location,state_location,school_level,enrollment,lowest_grade_offered,highest_grade_offered
360011905699,BROOKLYN PREPARATORY HIGH SCHOOL,11211,BROOKLYN,NY,3,536.0,9.0,12.0
360011905701,CONSELYEA PREPARATORY SCHOOL,11211,BROOKLYN,NY,2,473.0,6.0,8.0
360011905702,MS 582,11206,BROOKLYN,NY,2,330.0,6.0,8.0
360011905703,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,11211,BROOKLYN,NY,3,593.0,9.0,12.0
360011905704,WILLIAMSBURG PREPARATORY SCHOOL,11211,BROOKLYN,NY,3,695.0,9.0,12.0
360011905896,WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY (THE),11206,BROOKLYN,NY,3,312.0,9.0,12.0
360011905929,BROOKLYN LATIN SCHOOL (THE),11206,BROOKLYN,NY,3,787.0,9.0,12.0
360011905933,LYONS COMMUNITY SCHOOL,11206,BROOKLYN,NY,3,432.0,6.0,12.0
360011906033,YOUNG WOMENS LEADERSHIP SCHOOL OF BROOKLYN,11206,BROOKLYN,NY,3,385.0,6.0,12.0
360011906350,BROOKLYN ARBOR ELEMENTARY SCHOOL,11238,BROOKLYN,NY,1,611.0,-1.0,5.0
360012000813,EAST NEW YORK FAMILY ACADEMY,11207,BROOKLYN,NY,3,517.0,6.0,12.0
360012001941,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11208,BROOKLYN,NY,3,716.0,9.0,12.0
360012002006,IS 364 GATEWAY,11239,BROOKLYN,NY,2,268.0,6.0,8.0
360012002080,PS 13 ROBERTO CLEMENTE,11207,BROOKLYN,NY,1,429.0,-1.0,5.0
360012002275,PS 65,11208,BROOKLYN,NY,1,549.0,-1.0,5.0
360012002406,PS 108 SAL ABBRACCIAMENTO,11208,BROOKLYN,NY,1,903.0,-1.0,5.0
360012002538,PS 149 DANNY KAYE,11207,BROOKLYN,NY,1,601.0,-1.0,5.0
360012002570,PS 158 WARWICK,11207,BROOKLYN,NY,1,513.0,-1.0,5.0
360012002572,PS 159 ISAAC PITKIN,11208,BROOKLYN,NY,1,746.0,-1.0,5.0
360012002604,IS 171 ABRAHAM LINCOLN,11208,BROOKLYN,NY,2,381.0,6.0,8.0
360012002651,PS 190 SHEFFIELD,11207,BROOKLYN,NY,1,188.0,-1.0,5.0
360012002684,PS 202 ERNEST S JENKYNS,11208,BROOKLYN,NY,1,352.0,-1.0,5.0
360012002710,PS 213 NEW LOTS,11207,BROOKLYN,NY,1,260.0,-1.0,5.0
360012002712,PS 214 MICHAEL FRIEDSAM,11208,BROOKLYN,NY,1,874.0,-1.0,5.0
360012002720,JHS 218 JAMES P SINNOTT,11208,BROOKLYN,NY,2,371.0,6.0,8.0
360012002730,PS 224 HALE A WOODRUFF,11208,BROOKLYN,NY,1,339.0,-1.0,5.0
360012002787,PS 273 WORTMAN,11207,BROOKLYN,NY,1,329.0,-1.0,5.0
360012002800,JHS 292 MARGARET S DOUGLAS,11207,BROOKLYN,NY,2,518.0,6.0,8.0
360012002810,PS 306 ETHAN ALLEN,11207,BROOKLYN,NY,1,314.0,-1.0,5.0
360012002820,PS 328 PHYLLIS WHEATLEY,11207,BROOKLYN,NY,1,310.0,-1.0,5.0
360012002824,PS 345 PATROLMAN ROBERT BOLDEN,11208,BROOKLYN,NY,1,576.0,-1.0,5.0
360012002855,PS 346 ABE STARK,11239,BROOKLYN,NY,1,554.0,-1.0,5.0
360012002889,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11207,BROOKLYN,NY,3,395.0,9.0,12.0
360012003000,PS 89 CYPRESS HILLS,11207,BROOKLYN,NY,1,487.0,-1.0,8.0
360012004316,PS 290 JUAN MOREL CAMPOS,11207,BROOKLYN,NY,1,436.0,-1.0,5.0
360012004351,PS 7 ABRAHAM LINCOLN,11208,BROOKLYN,NY,1,791.0,-1.0,5.0
360012005716,CAPTAIN VERNON A RICHARDS HS-FIRE,11207,BROOKLYN,NY,3,278.0,9.0,12.0
360012005717,HIGH SCHOOL FOR CIVIL RIGHTS,11207,BROOKLYN,NY,3,232.0,9.0,12.0
360012005718,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,11207,BROOKLYN,NY,3,383.0,9.0,12.0
360012005719,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,11207,BROOKLYN,NY,3,202.0,9.0,12.0
360012005884,ACADEMY FOR YOUNG WRITERS,11208,BROOKLYN,NY,3,546.0,6.0,12.0
360012005895,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,11239,BROOKLYN,NY,2,309.0,6.0,8.0
360012005931,MULTICULTURAL HIGH SCHOOL,11208,BROOKLYN,NY,3,296.0,9.0,12.0
360012006031,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,11208,BROOKLYN,NY,3,358.0,9.0,12.0
360012006045,BROOKLYN LAB SCHOOL,11208,BROOKLYN,NY,3,448.0,9.0,12.0
360012006046,ACADEMY OF INNOVATIVE TECHNOLOGY,11208,BROOKLYN,NY,3,449.0,9.0,12.0
360012006100,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,11208,BROOKLYN,NY,2,260.0,6.0,8.0
360012006118,SCHOOL FOR CLASSICS HIGH SCHOOL,11208,BROOKLYN,NY,3,264.0,9.0,12.0
360012006153,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,11208,BROOKLYN,NY,1,493.0,-1.0,5.0
360012006280,FRESH CREEK SCHOOL (THE),11207,BROOKLYN,NY,1,190.0,-1.0,5.0
360012006339,SPRING CREEK COMMUNITY SCHOOL,11239,BROOKLYN,NY,3,534.0,6.0,12.0
360012006416,BROOKLYN GARDENS ELEMENTARY SCHOOL,11207,BROOKLYN,NY,1,297.0,-1.0,5.0
360012006417,VAN SICLEN COMMUNITY MIDDLE SCHOOL,11207,BROOKLYN,NY,2,293.0,6.0,8.0
360012006418,VISTA ACADEMY,11208,BROOKLYN,NY,2,472.0,6.0,8.0
360012006419,LIBERTY AVENUE MIDDLE SCHOOL,11208,BROOKLYN,NY,2,512.0,6.0,8.0
360012006420,SCHOOL OF THE FUTURE BROOKLYN,11207,BROOKLYN,NY,2,171.0,6.0,8.0
360012006483,HIGHLAND PARK COMMUNITY SCHOOL,11208,BROOKLYN,NY,2,365.0,6.0,8.0
360012006484,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE (THE),11208,BROOKLYN,NY,3,338.0,9.0,12.0
360012006666,LEGACY SCHOOL OF THE ARTS,11207,BROOKLYN,NY,2,125.0,6.0,7.0
360012102182,PS 41 FRANCIS WHITE,11212,BROOKLYN,NY,1,335.0,0.0,8.0
360012102501,PS/IS 137 RACHAEL JEAN MITCHELL,11233,BROOKLYN,NY,1,196.0,-1.0,5.0
360012102542,PS 150 CHRISTOPHER,11212,BROOKLYN,NY,1,189.0,-1.0,5.0
360012102559,PS/IS 155 NICHOLAS HERKIMER,11233,BROOKLYN,NY,1,381.0,-1.0,8.0
360012102564,PS 156 WAVERLY,11212,BROOKLYN,NY,1,579.0,-1.0,5.0
360012102590,PS 165 IDA POSNER,11212,BROOKLYN,NY,1,288.0,-1.0,5.0
360012102623,PS 178 SAINT CLAIR MCKELWAY,11233,BROOKLYN,NY,1,324.0,-1.0,8.0
360012102636,PS 184 NEWPORT,11212,BROOKLYN,NY,1,522.0,-1.0,8.0
360012102794,GREGORY JOCKO JACKSON-SPORTS-ARTS,11212,BROOKLYN,NY,1,284.0,-1.0,5.0
360012102805,PS 298 DR BETTY SHABAZZ,11212,BROOKLYN,NY,1,301.0,-1.0,5.0
360012102819,PS 327 DR ROSE B ENGLISH,11212,BROOKLYN,NY,1,291.0,-1.0,5.0
360012104886,PS/IS 323,11212,BROOKLYN,NY,1,569.0,-1.0,8.0
360012105237,IS 392,11212,BROOKLYN,NY,2,325.0,6.0,8.0
360012105242,TEACHERS PREPARATORY HIGH SCHOOL,11212,BROOKLYN,NY,3,164.0,9.0,12.0
360012105721,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,11233,BROOKLYN,NY,3,306.0,9.0,12.0
360012105722,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,11212,BROOKLYN,NY,3,142.0,9.0,12.0
360012105723,KAPPA V (KNOWLEDGE AND POWER PREP ACADEMY),11212,BROOKLYN,NY,2,179.0,6.0,8.0
360012105724,MOTT HALL IV,11233,BROOKLYN,NY,2,148.0,6.0,8.0
360012105997,BROOKLYN DEMOCRACY ACADEMY,11212,BROOKLYN,NY,3,178.0,9.0,12.0
360012106064,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,11212,BROOKLYN,NY,3,165.0,9.0,12.0
360012106078,EAGLE ACADEMY FOR YOUNG MEN II,11233,BROOKLYN,NY,3,637.0,6.0,12.0
360012106175,MOTT HALL BRIDGES ACADEMY,11212,BROOKLYN,NY,2,205.0,6.0,8.0
360012106288,CHRISTOPHER AVENUE COMMUNITY SCHOOL,11212,BROOKLYN,NY,1,327.0,-1.0,5.0
360012106313,RIVERDALE AVENUE COMMUNITY SCHOOL,11212,BROOKLYN,NY,1,362.0,-1.0,5.0
360012106351,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,11212,BROOKLYN,NY,2,274.0,6.0,8.0
360012106426,BROOKLYN LANDMARK ELEMENTARY SCHOOL,11233,BROOKLYN,NY,1,410.0,-1.0,5.0
360012106427,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),11233,BROOKLYN,NY,2,180.0,6.0,8.0
360012106428,RIVERDALE AVENUE MIDDLE SCHOOL,11212,BROOKLYN,NY,2,144.0,6.0,8.0
360012200249,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE),11366,FLUSHING,NY,2,354.0,6.0,8.0
360012200954,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,11366,FLUSHING,NY,3,682.0,9.0,12.0
360012201950,FLUSHING HIGH SCHOOL,11354,FLUSHING,NY,3,1516.0,9.0,12.0
360012201969,IS 25 ADRIEN BLOCK,11358,FLUSHING,NY,2,1074.0,6.0,8.0
360012201996,IS 237,11355,FLUSHING,NY,2,1348.0,6.0,8.0
360012202014,JOHN BOWNE HIGH SCHOOL,11367,FLUSHING,NY,3,3456.0,9.0,12.0
360012202105,PS 20 JOHN BOWNE,11355,FLUSHING,NY,1,1182.0,-1.0,5.0
360012202109,PS 21 EDWARD HART,11354,FLUSHING,NY,1,1334.0,-1.0,5.0
360012202115,PS 22 THOMAS JEFFERSON,11355,FLUSHING,NY,1,863.0,-1.0,5.0
360012202119,PS 24 ANDREW JACKSON,11355,FLUSHING,NY,1,1082.0,-1.0,5.0
360012202136,PS 29,11356,COLLEGE POINT,NY,1,709.0,-1.0,5.0
360012202148,PS 32 STATE STREET,11358,FLUSHING,NY,1,1032.0,-1.0,5.0
360012202314,PS 79 FRANCIS LEWIS,11357,WHITESTONE,NY,1,1097.0,-1.0,5.0
360012202402,PS 107 THOMAS A DOOLEY,11358,FLUSHING,NY,1,941.0,-1.0,5.0
360012202444,PS 120,11355,FLUSHING,NY,1,903.0,-1.0,5.0
360012202476,PS 129 PATRICIA LARKIN,11356,COLLEGE POINT,NY,1,1107.0,0.0,5.0
360012202555,PS 154,11366,FLUSHING,NY,1,650.0,-1.0,5.0
360012202586,PS 163 FLUSHING HEIGHTS,11365,FLUSHING,NY,1,805.0,-1.0,5.0
360012202589,PS 164 QUEENS VALLEY,11367,FLUSHING,NY,1,671.0,-1.0,8.0
360012202592,PS 165 EDITH K BERGTRAUM,11367,FLUSHING,NY,1,718.0,-1.0,5.0
360012202600,PS 169 BAY TERRACE,11360,BAYSIDE,NY,1,387.0,0.0,5.0
360012202637,PS 184 FLUSHING MANOR,11357,WHITESTONE,NY,1,528.0,-1.0,5.0
360012202639,JHS 185 EDWARD BLEEKER,11354,FLUSHING,NY,2,1473.0,6.0,8.0
360012202650,JHS 189 DANIEL CARTER BEARD,11355,FLUSHING,NY,2,731.0,6.0,8.0
360012202661,PS 193 ALFRED J KENNEDY,11357,WHITESTONE,NY,1,574.0,-1.0,5.0
360012202664,JHS 194 WILLIAM CARR,11357,WHITESTONE,NY,2,1289.0,6.0,8.0
360012202681,PS/MS 200 MAGNET SCHOOL-GLOBAL STUDI,11365,FLUSHING,NY,1,542.0,-1.0,8.0
360012202683,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE),11367,FLUSHING,NY,1,469.0,-1.0,5.0
360012202703,PS 209 CLEARVIEW GARDENS,11357,WHITESTONE,NY,1,555.0,-1.0,5.0
360012202711,PS 214 CADWALLADER COLDEN,11354,FLUSHING,NY,1,412.0,-1.0,5.0
360012202722,PS 219 PAUL KLAPPER,11367,FLUSHING,NY,1,632.0,-1.0,8.0
360012204175,QUEENS COLLEGE SCHOOL FOR MATH SCIENCE & TECHNOLOGY (THE),11367,FLUSHING,NY,1,516.0,-1.0,8.0
360012204485,TOWNSEND HARRIS HIGH SCHOOL,11367,FLUSHING,NY,3,1221.0,9.0,12.0
360012204610,PS 130,11361,BAYSIDE,NY,1,403.0,-1.0,5.0
360012204892,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL,11354,FLUSHING,NY,1,404.0,-1.0,3.0
360012205503,QUEENS ACADEMY HIGH SCHOOL,11354,FLUSHING,NY,3,313.0,10.0,12.0
360012205727,FLUSHING INTERNATIONAL HIGH SCHOOL,11355,FLUSHING,NY,3,441.0,9.0,12.0
360012205830,QUEENS SCHOOL OF INQUIRY (THE),11366,FLUSHING,NY,3,598.0,6.0,12.0
360012205869,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,11358,FLUSHING,NY,3,607.0,6.0,12.0
360012205879,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,11355,FLUSHING,NY,3,665.0,6.0,12.0
360012205979,BELL ACADEMY,11360,BAYSIDE,NY,2,362.0,6.0,8.0
360012205980,NORTH QUEENS COMMUNITY HIGH SCHOOL,11367,FLUSHING,NY,3,153.0,9.0,12.0
360012206032,ACTIVE LEARNING ELEMENTARY SCHOOL (THE),11367,FLUSHING,NY,1,469.0,-1.0,3.0
360012206434,VERITAS ACADEMY,11354,FLUSHING,NY,3,607.0,9.0,12.0
360012206435,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,11354,FLUSHING,NY,3,444.0,9.0,12.0
360012206665,COLLEGE POINT COLLABORATIVE,11356,COLLEGE POINT,NY,2,337.0,6.0,7.0
360012301790,PS 51,11418,RICHMOND HILL,NY,1,221.0,-1.0,1.0
360012301912,AUGUST MARTIN HIGH SCHOOL,11434,JAMAICA,NY,3,372.0,9.0,12.0
360012301972,MS 53 BRIAN PICCOLO,11691,FAR ROCKAWAY,NY,2,171.0,6.0,8.0
360012301995,JHS 226 VIRGIL I GRISSON,11420,SOUTH OZONE PARK,NY,2,905.0,6.0,8.0
360012302013,JOHN ADAMS HIGH SCHOOL,11417,OZONE PARK,NY,3,2514.0,9.0,12.0
360012302190,PS/MS 42 R VERNAM,11692,ARVERNE,NY,1,635.0,-1.0,8.0
360012302198,PS 45 CLARENCE WITHERSPOON,11436,SOUTH OZONE PARK,NY,1,327.0,-1.0,5.0
360012302208,PS 47 CHRIS GALAS,11693,BROAD CHANNEL,NY,1,257.0,-1.0,8.0
360012302259,PS 60 WOODHAVEN,11421,WOODHAVEN,NY,1,1139.0,-1.0,5.0
360012302265,PS 62 CHESTER PARK SCHOOL,11419,SOUTH RICHMOND HILL,NY,1,927.0,-1.0,5.0
360012302268,PS 63 OLD SOUTH,11417,OZONE PARK,NY,1,1168.0,-1.0,5.0
360012302273,PS 64 JOSEPH P ADDABBO,11416,OZONE PARK,NY,1,526.0,-1.0,5.0
360012302278,PS 66 JACQUELINE KENNEDY-ONASSIS,11418,RICHMOND HILL,NY,1,478.0,-1.0,5.0
360012302345,PS 90 HORACE MANN,11418,RICHMOND HILL,NY,1,754.0,-1.0,5.0
360012302365,PS 96,11420,SOUTH OZONE PARK,NY,1,308.0,-1.0,5.0
360012302369,PS 97 FOREST PARK,11421,WOODHAVEN,NY,1,676.0,-1.0,5.0
360012302379,PS 100 GLEN MORRIS,11420,SOUTH OZONE PARK,NY,1,892.0,-1.0,5.0
360012302392,PS 104 BAYS WATER (THE),11691,FAR ROCKAWAY,NY,1,615.0,-1.0,5.0
360012302395,PS 105 BAY SCHOOL (THE),11691,FAR ROCKAWAY,NY,1,823.0,-1.0,8.0
360012302398,LIGHTHOUSE ELEMENTARY SCHOOL,11691,FAR ROCKAWAY,NY,1,188.0,-1.0,5.0
360012302405,PS 108 CAPTAIN VINCENT G FOWLER,11420,SOUTH OZONE PARK,NY,1,1365.0,-1.0,5.0
360012302426,PS/MS 114 BELLE HARBOR,11694,ROCKAWAY PARK,NY,1,709.0,-1.0,8.0
360012302454,PS 123,11436,SOUTH OZONE PARK,NY,1,654.0,-1.0,5.0
360012302460,PS 124 OSMOND A CHURCH,11420,SOUTH OZONE PARK,NY,1,1121.0,0.0,8.0
360012302512,PS 43,11691,FAR ROCKAWAY,NY,1,855.0,-1.0,8.0
360012302516,PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE),11417,OZONE PARK,NY,1,474.0,-1.0,5.0
360012302531,PS 146 HOWARD BEACH,11414,HOWARD BEACH,NY,1,588.0,-1.0,8.0
360012302558,PS 155,11420,SOUTH OZONE PARK,NY,1,546.0,-1.0,5.0
360012302634,PS 183 DR RICHARD R GREEN,11693,ROCKAWAY BEACH,NY,1,463.0,-1.0,8.0
360012302671,PS 197 OCEAN SCHOOL (THE),11691,FAR ROCKAWAY,NY,1,519.0,-1.0,5.0
360012302685,JHS 202 ROBERT H GODDARD,11417,OZONE PARK,NY,2,1100.0,6.0,8.0
360012302699,PS 207 ROCKWOOD PARK,11414,HOWARD BEACH,NY,1,687.0,-1.0,8.0
360012302704,JHS 210 ELIZABETH BLACKWELL,11416,OZONE PARK,NY,2,1805.0,6.0,8.0
360012302728,PS 223 LYNDON B JOHNSON,11436,JAMAICA,NY,1,535.0,-1.0,5.0
360012302743,PS 232 LINDENWOOD,11414,HOWARD BEACH,NY,1,945.0,-1.0,8.0
360012302863,RICHMOND HILL HIGH SCHOOL,11418,RICHMOND HILL,NY,3,1621.0,9.0,12.0
360012304352,PS 56 HARRY EICHLER,11418,RICHMOND HILL,NY,1,372.0,2.0,5.0
360012305269,MS 137 AMERICAS SCHOOL OF HEROES,11417,OZONE PARK,NY,2,1957.0,6.0,8.0
360012305728,PS 253,11691,FAR ROCKAWAY,NY,1,546.0,-1.0,5.0
360012305729,PS 254 ROSA PARKS SCHOOL (THE),11418,RICHMOND HILL,NY,1,624.0,-1.0,5.0
360012305730,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,11691,FAR ROCKAWAY,NY,3,298.0,9.0,12.0
360012305731,CHANNEL VIEW SCHOOL FOR RESEARCH,11694,ROCKAWAY PARK,NY,3,1081.0,6.0,12.0
360012305831,SCHOLARS ACADEMY,11694,ROCKAWAY PARK,NY,3,1311.0,6.0,12.0
360012305883,GOLDIE MAPLE ACADEMY,11692,ARVERNE,NY,1,421.0,-1.0,8.0
360012305890,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,11691,FAR ROCKAWAY,NY,2,279.0,6.0,8.0
360012305899,HIGH SCHOOL-CONSTRUCTION TRADES ENGINEERING & ARCHITECTURE,11416,OZONE PARK,NY,3,1091.0,9.0,12.0
360012305999,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH AND TECHNOLOGY,11691,FAR ROCKAWAY,NY,3,487.0,9.0,12.0
360012306036,NEW YORK CITY ACADEMY FOR DISCOVERY,11421,WOODHAVEN,NY,1,374.0,-1.0,5.0
360012306047,ROBERT H GODDARD HS-COMM/TECH,11417,OZONE PARK,NY,3,613.0,9.0,12.0
360012306079,ACADEMY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,11691,FAR ROCKAWAY,NY,3,685.0,6.0,12.0
360012306104,VILLAGE ACADEMY,11691,FAR ROCKAWAY,NY,2,371.0,6.0,8.0
360012306106,WATERSIDE CHILDRENS STUDIO SCHOOL,11694,ROCKAWAY PARK,NY,1,501.0,-1.0,5.0
360012306127,WATERSIDE SCHOOL FOR LEADERSHIP,11694,ROCKAWAY PARK,NY,2,224.0,6.0,8.0
360012306194,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,11694,ROCKAWAY PARK,NY,3,283.0,9.0,12.0
360012306195,PS 273,11418,RICHMOND HILL,NY,1,308.0,-1.0,5.0
360012306277,ROCKAWAY COLLEGIATE HIGH SCHOOL,11694,ROCKAWAY PARK,NY,3,324.0,9.0,12.0
360012306360,WAVE PREPARATORY ELEMENTARY SCHOOL,11691,FAR ROCKAWAY,NY,1,514.0,-1.0,5.0
360012306436,HAWTREE CREEK MIDDLE SCHOOL,11420,SOUTH OZONE PARK,NY,2,388.0,6.0,8.0
360012306437,VOYAGES PREP-SOUTH QUEENS,11434,JAMAICA,NY,3,283.0,9.0,12.0
360012306525,QUEENS EXPLORERS ELEMENTARY SCHOOL,11416,OZONE PARK,NY,1,469.0,-1.0,5.0
360012306528,EPIC HIGH SCHOOL - NORTH,11419,SOUTH RICHMOND HILL,NY,3,451.0,9.0,12.0
360012306535,EPIC HIGH SCHOOL-SOUTH,11420,SOUTH OZONE PARK,NY,3,408.0,9.0,12.0
360012306606,PS 377,11418,RICHMOND HILL,NY,1,343.0,-1.0,2.0
360012400425,CANISTEO-GREENWOOD ELEMENTARY SCHOOL,14823,CANISTEO,NY,1,518.0,-1.0,7.0
360012400426,CANISTEO-GREENWOOD HIGH SCHOOL,14823,CANISTEO,NY,3,453.0,7.0,12.0
360012500788,EASTPORT ELEMENTARY SCHOOL,11941,EASTPORT,NY,1,443.0,3.0,6.0
360012503736,SOUTH STREET SCHOOL,11949,MANORVILLE,NY,1,305.0,0.0,2.0
360012504241,EASTPORT-SOUTH MANOR JUNIOR SENIOR HIGH SCHOOL,11949,MANORVILLE,NY,3,1758.0,7.0,12.0
360012504330,DAYTON AVENUE SCHOOL,11949,MANORVILLE,NY,1,478.0,3.0,6.0
360012506504,TUTTLE AVENUE SCHOOL,11941,EASTPORT,NY,1,242.0,0.0,2.0
360012606464,NYS DEPT OF CORRECTIONS PLACEMENT,12226,ALBANY,NY,5,836.0,15.0,15.0
360012706473,GREATER BINGHAMTON HEALTH CENTER,13904,BINGHAMTON,NY,3,14.0,8.0,12.0
360012706478,SAGAMORE CHILDRENS PSYCHIATRIC CENTER,11746,DIX HILLS,NY,4,43.0,3.0,12.0
360012706487,MOHAWK VALLEY PSYCHIATRIC CENTER FOR CHILDREN & YOUTH,13502,UTICA,NY,4,27.0,2.0,12.0
360012706488,ROCKLAND CHILDRENS PSYCHIATRIC CENTER,10962,ORANGEBURG,NY,3,23.0,6.0,12.0
360012706505,ELMIRA PSYCHIATRIC CENTER,14901,ELMIRA,NY,4,12.0,1.0,12.0
360012706515,SOUTH BEACH PSYCHIATRIC CENTER,10305,STATEN ISLAND,NY,7,8.0,8.0,10.0
360012706520,WESTERN PSYCHIATRIC CENTER,14224,WEST SENECA,NY,4,33.0,3.0,12.0
360012706521,SAINT LAWRENCE CHILDREN & YOUTH SERVICES,13669,OGDENSBURG,NY,4,28.0,4.0,12.0
360012706524,HUTCHINGS CHILD & YOUTH SERVICES,13210,SYRACUSE,NY,4,17.0,4.0,12.0
360012706536,NEW YORK CITY CHILDRENS CENTER,11426,BELLEROSE,NY,4,45.0,3.0,11.0
360012706568,ROCKLAND PSYCHIATRIC CENTER,10962,ORANGEBURG,NY,-1,,,
360012805750,KIPP TECH VALLEY CHARTER SCHOOL,12201,ALBANY,NY,1,739.0,0.0,8.0
360013106453,RED HOOK RESIDENTIAL CENTER,12571,RED HOOK,NY,3,4.0,6.0,12.0
360013106465,HIGHLAND RESIDENTIAL CENTER,12528,HIGHLAND,NY,7,28.0,8.0,11.0
360013106472,MACCORMICK SECURE CENTER,14817,BROOKTONDALE,NY,3,11.0,9.0,12.0
360013106475,GOSHEN SECURE CENTER,10924,GOSHEN,NY,3,22.0,8.0,12.0
360013106492,COLUMBIA SECURE CENTER FOR GIRLS,12513,CLAVERACK,NY,3,8.0,9.0,12.0
360013106497,INDUSTRY LIMITED SECURE SCHOOL,14543,RUSH,NY,3,51.0,7.0,12.0
360013106498,BRENTWOOD RESIDENTIAL CENTER,11746,DIX HILLS,NY,7,6.0,8.0,10.0
360013106502,YOUTH LEADERSHIP ACADEMY,13842,SOUTH KORTRIGHT,NY,7,8.0,9.0,11.0
360013106513,TABERG RESIDENTIAL CENTER,13471,TABERG,NY,7,20.0,8.0,11.0
360013106514,FINGER LAKES RESIDENTIAL CENTER,14882,LANSING,NY,7,40.0,7.0,11.0
360013106519,BROOKWOOD SECURE CENTER,12513,CLAVERACK,NY,3,25.0,9.0,12.0
360013106699,HARRIET TUBMAN RESIDENTIAL CENTER,13021,AUBURN,NY,3,9.0,9.0,12.0
360013305035,NEW YORK STATE SCHOOL FOR THE BLIND,14020,BATAVIA,NY,4,54.0,0.0,12.0
360013405756,URBAN CHOICE CHARTER SCHOOL,14610,ROCHESTER,NY,1,392.0,0.0,8.0
360013500554,PS 723,10475,BRONX,NY,4,482.0,0.0,12.0
360013500806,PS 373 BROOKLYN TRANSITION CENTER,11206,BROOKLYN,NY,3,475.0,9.0,12.0
360013500812,PS 372 CHILDRENS SCHOOL (THE),11215,BROOKLYN,NY,1,498.0,-1.0,8.0
360013500957,PS 373,10301,STATEN ISLAND,NY,1,595.0,-1.0,7.0
360013501923,PS 721 STEPHEN MCSWEENEY SCHOOL,10461,BRONX,NY,3,571.0,9.0,12.0
360013501926,PS 811 CONNIE LEKAS SCHOOL,11235,BROOKLYN,NY,3,333.0,6.0,12.0
360013501927,PS 721 BROOKLYN OCCUPATIONAL TRAINING CENTER,11223,BROOKLYN,NY,4,468.0,0.0,12.0
360013501932,PS 811 MICKEY MANTLE SCHOOL,10024,NEW YORK,NY,1,388.0,-1.0,8.0
360013502020,PS 368,11206,BROOKLYN,NY,4,272.0,-1.0,12.0
360013502026,PS 721 MANHATTAN OCCUPATIONAL TRAINING CENTER,10014,NEW YORK,NY,3,191.0,9.0,12.0
360013502070,PS 9,11378,MASPETH,NY,4,622.0,0.0,9.0
360013502079,PS 12 LEWIS AND CLARK SCHOOL,10461,BRONX,NY,7,310.0,10.0,10.0
360013502124,SOUTH RICHMOND HIGH SCHOOL IS/PS 25,10309,STATEN ISLAND,NY,4,580.0,-1.0,12.0
360013502170,DAVID MARQUIS SCHOOL OF THE ARTS (THE),10308,STATEN ISLAND,NY,1,390.0,-1.0,8.0
360013502224,PS 168,10467,BRONX,NY,4,511.0,-1.0,11.0
360013502305,ROBERT E PEARY SCHOOL,11385,RIDGEWOOD,NY,1,547.0,-1.0,8.0
360013502311,PS 77,11217,BROOKLYN,NY,4,312.0,0.0,12.0
360013502601,PS 169 ROBERT F KENNEDY,10028,NEW YORK,NY,4,342.0,0.0,12.0
360013502733,PS 226,10003,NEW YORK,NY,4,288.0,-1.0,12.0
360013502770,PS 255,11366,FLUSHING,NY,1,416.0,0.0,8.0
360013502825,PS 369 COY L COX SCHOOL,11217,BROOKLYN,NY,4,515.0,0.0,12.0
360013502826,PS 370,11224,BROOKLYN,NY,4,251.0,0.0,12.0
360013502827,PS 371 LILLIAN L RASHKIS,11232,BROOKLYN,NY,3,250.0,9.0,12.0
360013502843,PS Q811,11362,LITTLE NECK,NY,4,428.0,0.0,12.0
360013502844,PS 811,10459,BRONX,NY,3,641.0,9.0,12.0
